"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"IRL","CPI","TOT","AGRWTH","M","2021-03",0,
"IRL","CPI","TOT","AGRWTH","M","2021-04",1.075269,
"IRL","CPI","TOT","AGRWTH","M","2021-05",1.669941,
"IRL","CPI","TOT","AGRWTH","M","2021-06",1.567091,
"IRL","CPI","TOT","AGRWTH","M","2021-07",2.158979,
"IRL","CPI","TOT","AGRWTH","M","2021-08",2.848723,
"IRL","CPI","TOT","AGRWTH","M","2021-09",3.747535,
"IRL","CPI","TOT","AGRWTH","M","2021-10",5.059524,
"IRL","CPI","TOT","AGRWTH","M","2021-11",5.341246,
"IRL","CPI","TOT","AGRWTH","M","2021-12",5.522683,
"IRL","CPI","TOT","AGRWTH","M","2022-01",5.024631,
"IRL","CPI","TOT","AGRWTH","M","2022-02",5.593719,
"IRL","CPI","TOT","AGRWTH","M","2022-03",6.718598,
"IRL","CPI","TOT","AGRWTH","M","2022-04",6.96325,
"IRL","CPI","TOT","AGRWTH","M","2022-05",7.826087,
"IRL","CPI","TOT","AGRWTH","M","2022-06",9.06461,
"IRL","CPI","TOT","AGRWTH","M","2022-07",9.12584,
"IRL","CPI","TOT","AGRWTH","M","2022-08",8.6915,
"IRL","CPI","TOT","AGRWTH","M","2022-09",8.174905,
"IRL","CPI","TOT","AGRWTH","M","2022-10",9.159584,
"IRL","CPI","TOT","AGRWTH","M","2022-11",8.920188,
"IRL","CPI","TOT","AGRWTH","M","2022-12",8.224299,
"IRL","CPI","TOT","AGRWTH","M","2023-01",7.786116,
"ITA","CPI","TOT","AGRWTH","M","2011-04",2.620215,
"ITA","CPI","TOT","AGRWTH","M","2011-05",2.646848,
"ITA","CPI","TOT","AGRWTH","M","2011-06",2.746991,
"ITA","CPI","TOT","AGRWTH","M","2011-07",2.679657,
"ITA","CPI","TOT","AGRWTH","M","2011-08",2.758974,
"ITA","CPI","TOT","AGRWTH","M","2011-09",2.979015,
"ITA","CPI","TOT","AGRWTH","M","2011-10",3.35641,
"ITA","CPI","TOT","AGRWTH","M","2011-11",3.256838,
"ITA","CPI","TOT","AGRWTH","M","2011-12",3.287296,
"ITA","CPI","TOT","AGRWTH","M","2012-01",3.162055,
"ITA","CPI","TOT","AGRWTH","M","2012-02",3.251231,
"ITA","CPI","TOT","AGRWTH","M","2012-03",3.336605,
"ITA","CPI","TOT","AGRWTH","M","2012-04",3.320313,
"ITA","CPI","TOT","AGRWTH","M","2012-05",3.219512,
"ITA","CPI","TOT","AGRWTH","M","2012-06",3.31384,
"ITA","CPI","TOT","AGRWTH","M","2012-07",3.109815,
"ITA","CPI","TOT","AGRWTH","M","2012-08",3.197675,
"ITA","CPI","TOT","AGRWTH","M","2012-09",3.197675,
"ITA","CPI","TOT","AGRWTH","M","2012-10",2.601156,
"ITA","CPI","TOT","AGRWTH","M","2012-11",2.507232,
"ITA","CPI","TOT","AGRWTH","M","2012-12",2.305475,
"ITA","CPI","TOT","AGRWTH","M","2013-01",2.203065,
"ITA","CPI","TOT","AGRWTH","M","2013-02",1.908397,
"ITA","CPI","TOT","AGRWTH","M","2013-03",1.614435,
"ITA","CPI","TOT","AGRWTH","M","2013-04",1.134215,
"ITA","CPI","TOT","AGRWTH","M","2013-05",1.134215,
"ITA","CPI","TOT","AGRWTH","M","2013-06",1.226415,
"ITA","CPI","TOT","AGRWTH","M","2013-07",1.225259,
"ITA","CPI","TOT","AGRWTH","M","2013-08",1.220657,
"ITA","CPI","TOT","AGRWTH","M","2013-09",0.9389671,
"ITA","CPI","TOT","AGRWTH","M","2013-10",0.7511737,
"ITA","CPI","TOT","AGRWTH","M","2013-11",0.6585137,
"ITA","CPI","TOT","AGRWTH","M","2013-12",0.657277,
"ITA","CPI","TOT","AGRWTH","M","2014-01",0.656045,
"ITA","CPI","TOT","AGRWTH","M","2014-02",0.4681648,
"ITA","CPI","TOT","AGRWTH","M","2014-03",0.3738318,
"ITA","CPI","TOT","AGRWTH","M","2014-04",0.5607477,
"ITA","CPI","TOT","AGRWTH","M","2014-05",0.4672897,
"ITA","CPI","TOT","AGRWTH","M","2014-06",0.2795899,
"ITA","CPI","TOT","AGRWTH","M","2014-07",0.09310987,
"ITA","CPI","TOT","AGRWTH","M","2014-08",-0.09276438,
"ITA","CPI","TOT","AGRWTH","M","2014-09",-0.1860465,
"ITA","CPI","TOT","AGRWTH","M","2014-10",0.09319665,
"ITA","CPI","TOT","AGRWTH","M","2014-11",0.1869159,
"ITA","CPI","TOT","AGRWTH","M","2014-12",0,
"ITA","CPI","TOT","AGRWTH","M","2015-01",-0.5586592,
"ITA","CPI","TOT","AGRWTH","M","2015-02",-0.09319665,
"ITA","CPI","TOT","AGRWTH","M","2015-03",-0.09310987,
"ITA","CPI","TOT","AGRWTH","M","2015-04",-0.09293681,
"ITA","CPI","TOT","AGRWTH","M","2015-05",0.09302326,
"ITA","CPI","TOT","AGRWTH","M","2015-06",0.1858736,
"ITA","CPI","TOT","AGRWTH","M","2015-07",0.1860465,
"ITA","CPI","TOT","AGRWTH","M","2015-08",0.185701,
"ITA","CPI","TOT","AGRWTH","M","2015-09",0.1863933,
"ITA","CPI","TOT","AGRWTH","M","2015-10",0.2793296,
"ITA","CPI","TOT","AGRWTH","M","2015-11",0.09328358,
"ITA","CPI","TOT","AGRWTH","M","2015-12",0.09328358,
"ITA","CPI","TOT","AGRWTH","M","2016-01",0.252809,
"ITA","CPI","TOT","AGRWTH","M","2016-02",-0.3218284,
"ITA","CPI","TOT","AGRWTH","M","2016-03",-0.2143523,
"ITA","CPI","TOT","AGRWTH","M","2016-04",-0.5,
"ITA","CPI","TOT","AGRWTH","M","2016-05",-0.2927509,
"ITA","CPI","TOT","AGRWTH","M","2016-06",-0.3780148,
"ITA","CPI","TOT","AGRWTH","M","2016-07",-0.08588672,
"ITA","CPI","TOT","AGRWTH","M","2016-08",-0.07182577,
"ITA","CPI","TOT","AGRWTH","M","2016-09",0.1,
"ITA","CPI","TOT","AGRWTH","M","2016-10",-0.185701,
"ITA","CPI","TOT","AGRWTH","M","2016-11",0.0862069,
"ITA","CPI","TOT","AGRWTH","M","2016-12",0.4869525,
"ITA","CPI","TOT","AGRWTH","M","2017-01",1.004016,
"ITA","CPI","TOT","AGRWTH","M","2017-02",1.609658,
"ITA","CPI","TOT","AGRWTH","M","2017-03",1.405622,
"ITA","CPI","TOT","AGRWTH","M","2017-04",1.909548,
"ITA","CPI","TOT","AGRWTH","M","2017-05",1.402806,
"ITA","CPI","TOT","AGRWTH","M","2017-06",1.201201,
"ITA","CPI","TOT","AGRWTH","M","2017-07",1.098901,
"ITA","CPI","TOT","AGRWTH","M","2017-08",1.196411,
"ITA","CPI","TOT","AGRWTH","M","2017-09",1.098901,
"ITA","CPI","TOT","AGRWTH","M","2017-10",1,
"ITA","CPI","TOT","AGRWTH","M","2017-11",0.9009009,
"ITA","CPI","TOT","AGRWTH","M","2017-12",0.8973081,
"ITA","CPI","TOT","AGRWTH","M","2018-01",0.8946322,
"ITA","CPI","TOT","AGRWTH","M","2018-02",0.4950495,
"ITA","CPI","TOT","AGRWTH","M","2018-03",0.7920792,
"ITA","CPI","TOT","AGRWTH","M","2018-04",0.4930966,
"ITA","CPI","TOT","AGRWTH","M","2018-05",0.9881423,
"ITA","CPI","TOT","AGRWTH","M","2018-06",1.285856,
"ITA","CPI","TOT","AGRWTH","M","2018-07",1.482213,
"ITA","CPI","TOT","AGRWTH","M","2018-08",1.576355,
"ITA","CPI","TOT","AGRWTH","M","2018-09",1.383399,
"ITA","CPI","TOT","AGRWTH","M","2018-10",1.584158,
"ITA","CPI","TOT","AGRWTH","M","2018-11",1.587302,
"ITA","CPI","TOT","AGRWTH","M","2018-12",1.086957,
"ITA","CPI","TOT","AGRWTH","M","2019-01",0.8866995,
"ITA","CPI","TOT","AGRWTH","M","2019-02",0.9852217,
"ITA","CPI","TOT","AGRWTH","M","2019-03",0.9823183,
"ITA","CPI","TOT","AGRWTH","M","2019-04",1.07949,
"ITA","CPI","TOT","AGRWTH","M","2019-05",0.7827789,
"ITA","CPI","TOT","AGRWTH","M","2019-06",0.6835938,
"ITA","CPI","TOT","AGRWTH","M","2019-07",0.3894839,
"ITA","CPI","TOT","AGRWTH","M","2019-08",0.3879728,
"ITA","CPI","TOT","AGRWTH","M","2019-09",0.2923976,
"ITA","CPI","TOT","AGRWTH","M","2019-10",0.1949318,
"ITA","CPI","TOT","AGRWTH","M","2019-11",0.1953125,
"ITA","CPI","TOT","AGRWTH","M","2019-12",0.4887586,
"ITA","CPI","TOT","AGRWTH","M","2020-01",0.4882813,
"ITA","CPI","TOT","AGRWTH","M","2020-02",0.2926829,
"ITA","CPI","TOT","AGRWTH","M","2020-03",0.09727626,
"ITA","CPI","TOT","AGRWTH","M","2020-04",0,
"ITA","CPI","TOT","AGRWTH","M","2020-05",-0.1941748,
"ITA","CPI","TOT","AGRWTH","M","2020-06",-0.1939864,
"ITA","CPI","TOT","AGRWTH","M","2020-07",-0.3879728,
"ITA","CPI","TOT","AGRWTH","M","2020-08",-0.4830918,
"ITA","CPI","TOT","AGRWTH","M","2020-09",-0.5830904,
"ITA","CPI","TOT","AGRWTH","M","2020-10",-0.2918288,
"ITA","CPI","TOT","AGRWTH","M","2020-11",-0.1949318,
"ITA","CPI","TOT","AGRWTH","M","2020-12",-0.1945525,
"ITA","CPI","TOT","AGRWTH","M","2021-01",0.3887269,
"ITA","CPI","TOT","AGRWTH","M","2021-02",0.5836576,
"ITA","CPI","TOT","AGRWTH","M","2021-03",0.7774538,
"ITA","CPI","TOT","AGRWTH","M","2021-04",1.067961,
"ITA","CPI","TOT","AGRWTH","M","2021-05",1.264591,
"ITA","CPI","TOT","AGRWTH","M","2021-06",1.263363,
"ITA","CPI","TOT","AGRWTH","M","2021-07",1.94742,
"ITA","CPI","TOT","AGRWTH","M","2021-08",2.038835,
"ITA","CPI","TOT","AGRWTH","M","2021-09",2.541544,
"ITA","CPI","TOT","AGRWTH","M","2021-10",3.02439,
"ITA","CPI","TOT","AGRWTH","M","2021-11",3.710938,
"ITA","CPI","TOT","AGRWTH","M","2021-12",3.898635,
"ITA","CPI","TOT","AGRWTH","M","2022-01",4.840271,
"ITA","CPI","TOT","AGRWTH","M","2022-02",5.705996,
"ITA","CPI","TOT","AGRWTH","M","2022-03",6.460945,
"ITA","CPI","TOT","AGRWTH","M","2022-04",5.955812,
"ITA","CPI","TOT","AGRWTH","M","2022-05",6.820365,
"ITA","CPI","TOT","AGRWTH","M","2022-06",7.965451,
"ITA","CPI","TOT","AGRWTH","M","2022-07",7.927412,
"ITA","CPI","TOT","AGRWTH","M","2022-08",8.372978,
"ITA","CPI","TOT","AGRWTH","M","2022-09",8.865586,
"ITA","CPI","TOT","AGRWTH","M","2022-10",11.83712,
"ITA","CPI","TOT","AGRWTH","M","2022-11",11.77024,
"ITA","CPI","TOT","AGRWTH","M","2022-12",11.63227,
"ITA","CPI","TOT","AGRWTH","M","2023-01",10.06464,
"JPN","CPI","TOT","AGRWTH","M","2011-04",-0.4,
"JPN","CPI","TOT","AGRWTH","M","2011-05",-0.4,
"JPN","CPI","TOT","AGRWTH","M","2011-06",-0.4,
"JPN","CPI","TOT","AGRWTH","M","2011-07",0.2,
"JPN","CPI","TOT","AGRWTH","M","2011-08",0.2,
"JPN","CPI","TOT","AGRWTH","M","2011-09",0,
"JPN","CPI","TOT","AGRWTH","M","2011-10",-0.2,
"JPN","CPI","TOT","AGRWTH","M","2011-11",-0.5,
"JPN","CPI","TOT","AGRWTH","M","2011-12",-0.2,
"JPN","CPI","TOT","AGRWTH","M","2012-01",0.1,
"JPN","CPI","TOT","AGRWTH","M","2012-02",0.3,
"JPN","CPI","TOT","AGRWTH","M","2012-03",0.5,
"JPN","CPI","TOT","AGRWTH","M","2012-04",0.4,
"JPN","CPI","TOT","AGRWTH","M","2012-05",0.2,
"JPN","CPI","TOT","AGRWTH","M","2012-06",-0.2,
"JPN","CPI","TOT","AGRWTH","M","2012-07",-0.4,
"JPN","CPI","TOT","AGRWTH","M","2012-08",-0.4,
"JPN","CPI","TOT","AGRWTH","M","2012-09",-0.3,
"JPN","CPI","TOT","AGRWTH","M","2012-10",-0.4,
"JPN","CPI","TOT","AGRWTH","M","2012-11",-0.2,
"JPN","CPI","TOT","AGRWTH","M","2012-12",-0.1,
"JPN","CPI","TOT","AGRWTH","M","2013-01",-0.3,
"JPN","CPI","TOT","AGRWTH","M","2013-02",-0.7,
"JPN","CPI","TOT","AGRWTH","M","2013-03",-0.9,
"JPN","CPI","TOT","AGRWTH","M","2013-04",-0.7,
"JPN","CPI","TOT","AGRWTH","M","2013-05",-0.3,
"JPN","CPI","TOT","AGRWTH","M","2013-06",0.2,
"JPN","CPI","TOT","AGRWTH","M","2013-07",0.7,
"JPN","CPI","TOT","AGRWTH","M","2013-08",0.9,
"JPN","CPI","TOT","AGRWTH","M","2013-09",1.1,
"JPN","CPI","TOT","AGRWTH","M","2013-10",1.1,
"JPN","CPI","TOT","AGRWTH","M","2013-11",1.5,
"JPN","CPI","TOT","AGRWTH","M","2013-12",1.6,
"JPN","CPI","TOT","AGRWTH","M","2014-01",1.4,
"JPN","CPI","TOT","AGRWTH","M","2014-02",1.5,
"JPN","CPI","TOT","AGRWTH","M","2014-03",1.6,
"JPN","CPI","TOT","AGRWTH","M","2014-04",3.4,
"JPN","CPI","TOT","AGRWTH","M","2014-05",3.7,
"JPN","CPI","TOT","AGRWTH","M","2014-06",3.6,
"JPN","CPI","TOT","AGRWTH","M","2014-07",3.4,
"JPN","CPI","TOT","AGRWTH","M","2014-08",3.3,
"JPN","CPI","TOT","AGRWTH","M","2014-09",3.2,
"JPN","CPI","TOT","AGRWTH","M","2014-10",2.9,
"JPN","CPI","TOT","AGRWTH","M","2014-11",2.4,
"JPN","CPI","TOT","AGRWTH","M","2014-12",2.4,
"JPN","CPI","TOT","AGRWTH","M","2015-01",2.4,
"JPN","CPI","TOT","AGRWTH","M","2015-02",2.2,
"JPN","CPI","TOT","AGRWTH","M","2015-03",2.3,
"JPN","CPI","TOT","AGRWTH","M","2015-04",0.6,
"JPN","CPI","TOT","AGRWTH","M","2015-05",0.5,
"JPN","CPI","TOT","AGRWTH","M","2015-06",0.4,
"JPN","CPI","TOT","AGRWTH","M","2015-07",0.2,
"JPN","CPI","TOT","AGRWTH","M","2015-08",0.2,
"JPN","CPI","TOT","AGRWTH","M","2015-09",0,
"JPN","CPI","TOT","AGRWTH","M","2015-10",0.3,
"JPN","CPI","TOT","AGRWTH","M","2015-11",0.3,
"JPN","CPI","TOT","AGRWTH","M","2015-12",0.2,
"JPN","CPI","TOT","AGRWTH","M","2016-01",-0.1,
"JPN","CPI","TOT","AGRWTH","M","2016-02",0.2,
"JPN","CPI","TOT","AGRWTH","M","2016-03",0,
"JPN","CPI","TOT","AGRWTH","M","2016-04",-0.3,
"JPN","CPI","TOT","AGRWTH","M","2016-05",-0.5,
"JPN","CPI","TOT","AGRWTH","M","2016-06",-0.4,
"JPN","CPI","TOT","AGRWTH","M","2016-07",-0.4,
"JPN","CPI","TOT","AGRWTH","M","2016-08",-0.5,
"JPN","CPI","TOT","AGRWTH","M","2016-09",-0.5,
"JPN","CPI","TOT","AGRWTH","M","2016-10",0.1,
"JPN","CPI","TOT","AGRWTH","M","2016-11",0.5,
"JPN","CPI","TOT","AGRWTH","M","2016-12",0.3,
"JPN","CPI","TOT","AGRWTH","M","2017-01",0.4,
"JPN","CPI","TOT","AGRWTH","M","2017-02",0.3,
"JPN","CPI","TOT","AGRWTH","M","2017-03",0.2,
"JPN","CPI","TOT","AGRWTH","M","2017-04",0.4,
"JPN","CPI","TOT","AGRWTH","M","2017-05",0.4,
"JPN","CPI","TOT","AGRWTH","M","2017-06",0.4,
"JPN","CPI","TOT","AGRWTH","M","2017-07",0.4,
"JPN","CPI","TOT","AGRWTH","M","2017-08",0.7,
"JPN","CPI","TOT","AGRWTH","M","2017-09",0.7,
"JPN","CPI","TOT","AGRWTH","M","2017-10",0.2,
"JPN","CPI","TOT","AGRWTH","M","2017-11",0.6,
"JPN","CPI","TOT","AGRWTH","M","2017-12",1,
"JPN","CPI","TOT","AGRWTH","M","2018-01",1.4,
"JPN","CPI","TOT","AGRWTH","M","2018-02",1.5,
"JPN","CPI","TOT","AGRWTH","M","2018-03",1.1,
"JPN","CPI","TOT","AGRWTH","M","2018-04",0.6,
"JPN","CPI","TOT","AGRWTH","M","2018-05",0.7,
"JPN","CPI","TOT","AGRWTH","M","2018-06",0.7,
"JPN","CPI","TOT","AGRWTH","M","2018-07",0.9,
"JPN","CPI","TOT","AGRWTH","M","2018-08",1.3,
"JPN","CPI","TOT","AGRWTH","M","2018-09",1.2,
"JPN","CPI","TOT","AGRWTH","M","2018-10",1.4,
"JPN","CPI","TOT","AGRWTH","M","2018-11",0.8,
"JPN","CPI","TOT","AGRWTH","M","2018-12",0.3,
"JPN","CPI","TOT","AGRWTH","M","2019-01",0.2,
"JPN","CPI","TOT","AGRWTH","M","2019-02",0.2,
"JPN","CPI","TOT","AGRWTH","M","2019-03",0.5,
"JPN","CPI","TOT","AGRWTH","M","2019-04",0.9,
"JPN","CPI","TOT","AGRWTH","M","2019-05",0.7,
"JPN","CPI","TOT","AGRWTH","M","2019-06",0.7,
"JPN","CPI","TOT","AGRWTH","M","2019-07",0.5,
"JPN","CPI","TOT","AGRWTH","M","2019-08",0.3,
"JPN","CPI","TOT","AGRWTH","M","2019-09",0.2,
"JPN","CPI","TOT","AGRWTH","M","2019-10",0.2,
"JPN","CPI","TOT","AGRWTH","M","2019-11",0.5,
"JPN","CPI","TOT","AGRWTH","M","2019-12",0.8,
"JPN","CPI","TOT","AGRWTH","M","2020-01",0.7,
"JPN","CPI","TOT","AGRWTH","M","2020-02",0.4,
"JPN","CPI","TOT","AGRWTH","M","2020-03",0.4,
"JPN","CPI","TOT","AGRWTH","M","2020-04",0.1,
"JPN","CPI","TOT","AGRWTH","M","2020-05",0.1,
"JPN","CPI","TOT","AGRWTH","M","2020-06",0.1,
"JPN","CPI","TOT","AGRWTH","M","2020-07",0.3,
"JPN","CPI","TOT","AGRWTH","M","2020-08",0.2,
"JPN","CPI","TOT","AGRWTH","M","2020-09",0,
"JPN","CPI","TOT","AGRWTH","M","2020-10",-0.4,
"JPN","CPI","TOT","AGRWTH","M","2020-11",-0.9,
"JPN","CPI","TOT","AGRWTH","M","2020-12",-1.2,
"JPN","CPI","TOT","AGRWTH","M","2021-01",-0.7,
"JPN","CPI","TOT","AGRWTH","M","2021-02",-0.5,
"JPN","CPI","TOT","AGRWTH","M","2021-03",-0.4,
"JPN","CPI","TOT","AGRWTH","M","2021-04",-1.1,
"JPN","CPI","TOT","AGRWTH","M","2021-05",-0.8,
"JPN","CPI","TOT","AGRWTH","M","2021-06",-0.5,
"JPN","CPI","TOT","AGRWTH","M","2021-07",-0.3,
"JPN","CPI","TOT","AGRWTH","M","2021-08",-0.4,
"JPN","CPI","TOT","AGRWTH","M","2021-09",0.2,
"JPN","CPI","TOT","AGRWTH","M","2021-10",0.1,
"JPN","CPI","TOT","AGRWTH","M","2021-11",0.6,
"JPN","CPI","TOT","AGRWTH","M","2021-12",0.8,
"JPN","CPI","TOT","AGRWTH","M","2022-01",0.5,
"JPN","CPI","TOT","AGRWTH","M","2022-02",0.9,
"JPN","CPI","TOT","AGRWTH","M","2022-03",1.2,
"JPN","CPI","TOT","AGRWTH","M","2022-04",2.5,
"JPN","CPI","TOT","AGRWTH","M","2022-05",2.5,
"JPN","CPI","TOT","AGRWTH","M","2022-06",2.4,
"JPN","CPI","TOT","AGRWTH","M","2022-07",2.6,
"JPN","CPI","TOT","AGRWTH","M","2022-08",3,
"JPN","CPI","TOT","AGRWTH","M","2022-09",3,
"JPN","CPI","TOT","AGRWTH","M","2022-10",3.7,
"JPN","CPI","TOT","AGRWTH","M","2022-11",3.8,
"JPN","CPI","TOT","AGRWTH","M","2022-12",4,
"KOR","CPI","TOT","AGRWTH","M","2011-04",3.816785,
"KOR","CPI","TOT","AGRWTH","M","2011-05",3.91162,
"KOR","CPI","TOT","AGRWTH","M","2011-06",4.217757,
"KOR","CPI","TOT","AGRWTH","M","2011-07",4.509708,
"KOR","CPI","TOT","AGRWTH","M","2011-08",4.685678,
"KOR","CPI","TOT","AGRWTH","M","2011-09",3.759002,
"KOR","CPI","TOT","AGRWTH","M","2011-10",3.562064,
"KOR","CPI","TOT","AGRWTH","M","2011-11",4.174625,
"KOR","CPI","TOT","AGRWTH","M","2011-12",4.158119,
"KOR","CPI","TOT","AGRWTH","M","2012-01",3.345868,
"KOR","CPI","TOT","AGRWTH","M","2012-02",3.032894,
"KOR","CPI","TOT","AGRWTH","M","2012-03",2.662543,
"KOR","CPI","TOT","AGRWTH","M","2012-04",2.552477,
"KOR","CPI","TOT","AGRWTH","M","2012-05",2.538633,
"KOR","CPI","TOT","AGRWTH","M","2012-06",2.195829,
"KOR","CPI","TOT","AGRWTH","M","2012-07",1.476105,
"KOR","CPI","TOT","AGRWTH","M","2012-08",1.265613,
"KOR","CPI","TOT","AGRWTH","M","2012-09",2.087839,
"KOR","CPI","TOT","AGRWTH","M","2012-10",2.090704,
"KOR","CPI","TOT","AGRWTH","M","2012-11",1.631431,
"KOR","CPI","TOT","AGRWTH","M","2012-12",1.426072,
"KOR","CPI","TOT","AGRWTH","M","2013-01",1.628636,
"KOR","CPI","TOT","AGRWTH","M","2013-02",1.583177,
"KOR","CPI","TOT","AGRWTH","M","2013-03",1.460475,
"KOR","CPI","TOT","AGRWTH","M","2013-04",1.329622,
"KOR","CPI","TOT","AGRWTH","M","2013-05",1.148536,
"KOR","CPI","TOT","AGRWTH","M","2013-06",1.168716,
"KOR","CPI","TOT","AGRWTH","M","2013-07",1.615408,
"KOR","CPI","TOT","AGRWTH","M","2013-08",1.505634,
"KOR","CPI","TOT","AGRWTH","M","2013-09",0.9804134,
"KOR","CPI","TOT","AGRWTH","M","2013-10",0.860958,
"KOR","CPI","TOT","AGRWTH","M","2013-11",1.200943,
"KOR","CPI","TOT","AGRWTH","M","2013-12",1.143477,
"KOR","CPI","TOT","AGRWTH","M","2014-01",1.08058,
"KOR","CPI","TOT","AGRWTH","M","2014-02",1.01249,
"KOR","CPI","TOT","AGRWTH","M","2014-03",1.292065,
"KOR","CPI","TOT","AGRWTH","M","2014-04",1.498551,
"KOR","CPI","TOT","AGRWTH","M","2014-05",1.665535,
"KOR","CPI","TOT","AGRWTH","M","2014-06",1.658937,
"KOR","CPI","TOT","AGRWTH","M","2014-07",1.589728,
"KOR","CPI","TOT","AGRWTH","M","2014-08",1.408224,
"KOR","CPI","TOT","AGRWTH","M","2014-09",1.146448,
"KOR","CPI","TOT","AGRWTH","M","2014-10",1.149956,
"KOR","CPI","TOT","AGRWTH","M","2014-11",0.9654624,
"KOR","CPI","TOT","AGRWTH","M","2014-12",0.8334317,
"KOR","CPI","TOT","AGRWTH","M","2015-01",0.9740745,
"KOR","CPI","TOT","AGRWTH","M","2015-02",0.6458821,
"KOR","CPI","TOT","AGRWTH","M","2015-03",0.4705108,
"KOR","CPI","TOT","AGRWTH","M","2015-04",0.4362409,
"KOR","CPI","TOT","AGRWTH","M","2015-05",0.5520881,
"KOR","CPI","TOT","AGRWTH","M","2015-06",0.7013412,
"KOR","CPI","TOT","AGRWTH","M","2015-07",0.7352785,
"KOR","CPI","TOT","AGRWTH","M","2015-08",0.7001513,
"KOR","CPI","TOT","AGRWTH","M","2015-09",0.503757,
"KOR","CPI","TOT","AGRWTH","M","2015-10",0.8078128,
"KOR","CPI","TOT","AGRWTH","M","2015-11",0.8200819,
"KOR","CPI","TOT","AGRWTH","M","2015-12",1.131843,
"KOR","CPI","TOT","AGRWTH","M","2016-01",0.6223387,
"KOR","CPI","TOT","AGRWTH","M","2016-02",1.113261,
"KOR","CPI","TOT","AGRWTH","M","2016-03",0.8425303,
"KOR","CPI","TOT","AGRWTH","M","2016-04",1.001849,
"KOR","CPI","TOT","AGRWTH","M","2016-05",0.7798504,
"KOR","CPI","TOT","AGRWTH","M","2016-06",0.7396559,
"KOR","CPI","TOT","AGRWTH","M","2016-07",0.3691628,
"KOR","CPI","TOT","AGRWTH","M","2016-08",0.4873284,
"KOR","CPI","TOT","AGRWTH","M","2016-09",1.348904,
"KOR","CPI","TOT","AGRWTH","M","2016-10",1.487901,
"KOR","CPI","TOT","AGRWTH","M","2016-11",1.530817,
"KOR","CPI","TOT","AGRWTH","M","2016-12",1.337962,
"KOR","CPI","TOT","AGRWTH","M","2017-01",2.240843,
"KOR","CPI","TOT","AGRWTH","M","2017-02",2.082811,
"KOR","CPI","TOT","AGRWTH","M","2017-03",2.276897,
"KOR","CPI","TOT","AGRWTH","M","2017-04",1.955573,
"KOR","CPI","TOT","AGRWTH","M","2017-05",2.003555,
"KOR","CPI","TOT","AGRWTH","M","2017-06",1.806278,
"KOR","CPI","TOT","AGRWTH","M","2017-07",2.167011,
"KOR","CPI","TOT","AGRWTH","M","2017-08",2.488581,
"KOR","CPI","TOT","AGRWTH","M","2017-09",2.000062,
"KOR","CPI","TOT","AGRWTH","M","2017-10",1.761795,
"KOR","CPI","TOT","AGRWTH","M","2017-11",1.153403,
"KOR","CPI","TOT","AGRWTH","M","2017-12",1.407486,
"KOR","CPI","TOT","AGRWTH","M","2018-01",0.7600189,
"KOR","CPI","TOT","AGRWTH","M","2018-02",1.252663,
"KOR","CPI","TOT","AGRWTH","M","2018-03",1.2156,
"KOR","CPI","TOT","AGRWTH","M","2018-04",1.528088,
"KOR","CPI","TOT","AGRWTH","M","2018-05",1.469051,
"KOR","CPI","TOT","AGRWTH","M","2018-06",1.480408,
"KOR","CPI","TOT","AGRWTH","M","2018-07",1.118986,
"KOR","CPI","TOT","AGRWTH","M","2018-08",1.431806,
"KOR","CPI","TOT","AGRWTH","M","2018-09",2.087153,
"KOR","CPI","TOT","AGRWTH","M","2018-10",2.002508,
"KOR","CPI","TOT","AGRWTH","M","2018-11",2.037043,
"KOR","CPI","TOT","AGRWTH","M","2018-12",1.320395,
"KOR","CPI","TOT","AGRWTH","M","2019-01",0.7930198,
"KOR","CPI","TOT","AGRWTH","M","2019-02",0.4612817,
"KOR","CPI","TOT","AGRWTH","M","2019-03",0.3746797,
"KOR","CPI","TOT","AGRWTH","M","2019-04",0.555943,
"KOR","CPI","TOT","AGRWTH","M","2019-05",0.6799422,
"KOR","CPI","TOT","AGRWTH","M","2019-06",0.720801,
"KOR","CPI","TOT","AGRWTH","M","2019-07",0.6055381,
"KOR","CPI","TOT","AGRWTH","M","2019-08",-0.03720014,
"KOR","CPI","TOT","AGRWTH","M","2019-09",-0.4260584,
"KOR","CPI","TOT","AGRWTH","M","2019-10",0,
"KOR","CPI","TOT","AGRWTH","M","2019-11",0.1520185,
"KOR","CPI","TOT","AGRWTH","M","2019-12",0.7384734,
"KOR","CPI","TOT","AGRWTH","M","2020-01",1.219611,
"KOR","CPI","TOT","AGRWTH","M","2020-02",0.8548902,
"KOR","CPI","TOT","AGRWTH","M","2020-03",0.8262628,
"KOR","CPI","TOT","AGRWTH","M","2020-04",0.01909912,
"KOR","CPI","TOT","AGRWTH","M","2020-05",-0.2127403,
"KOR","CPI","TOT","AGRWTH","M","2020-06",0.2201204,
"KOR","CPI","TOT","AGRWTH","M","2020-07",0.4466311,
"KOR","CPI","TOT","AGRWTH","M","2020-08",0.7694242,
"KOR","CPI","TOT","AGRWTH","M","2020-09",0.9479528,
"KOR","CPI","TOT","AGRWTH","M","2020-10",0.138943,
"KOR","CPI","TOT","AGRWTH","M","2020-11",0.6121772,
"KOR","CPI","TOT","AGRWTH","M","2020-12",0.6127217,
